"regiao","estado","data","novos.casos","casos.acumulados","obitos.novos","obitos.acumulados"
"Norte","AC",2020-02-19,0,0,0,0
"Norte","AC",2020-02-20,0,0,0,0
"Norte","AC",2020-02-21,0,0,0,0
"Norte","AC",2020-02-22,0,0,0,0
"Norte","AC",2020-02-23,0,0,0,0
"Norte","AC",2020-02-24,0,0,0,0
"Norte","AC",2020-02-25,0,0,0,0
"Norte","AC",2020-02-26,0,0,0,0
"Norte","AC",2020-02-27,0,0,0,0
"Norte","AC",2020-02-28,0,0,0,0
"Norte","AC",2020-02-29,0,0,0,0
"Norte","AC",2020-03-01,0,0,0,0
"Norte","AC",2020-03-02,0,0,0,0
"Norte","AC",2020-03-03,0,0,0,0
"Norte","AC",2020-03-04,0,0,0,0
"Norte","AC",2020-03-05,0,0,0,0
"Norte","AC",2020-03-06,0,0,0,0
"Norte","AC",2020-03-07,0,0,0,0
"Norte","AC",2020-03-08,0,0,0,0
"Norte","AC",2020-03-09,0,0,0,0
"Norte","AC",2020-03-10,0,0,0,0
"Norte","AC",2020-03-11,0,0,0,0
"Norte","AC",2020-03-12,0,0,0,0
"Norte","AC",2020-03-13,0,0,0,0
"Norte","AC",2020-03-14,0,0,0,0
"Norte","AC",2020-03-15,0,0,0,0
"Norte","AC",2020-03-16,0,0,0,0
"Norte","AC",2020-03-17,0,0,0,0
"Norte","AC",2020-03-18,0,0,0,0
"Norte","AC",2020-03-19,3,0,0,3
"Norte","AC",2020-03-20,4,0,0,7
"Norte","AC",2020-03-21,2,0,0,9
"Norte","AC",2020-03-22,2,0,0,11
"Norte","AC",2020-03-23,0,0,0,11
"Norte","AC",2020-03-24,6,0,0,17
"Norte","AC",2020-03-25,6,0,0,23
"Norte","AC",2020-03-26,1,0,0,24
"Norte","AC",2020-03-27,1,0,0,25
"Norte","AC",2020-03-28,0,0,0,25
"Norte","AC",2020-03-29,9,0,0,34
"Norte","AC",2020-03-30,8,0,0,42
"Norte","AC",2020-03-31,0,0,0,42
"Norte","AC",2020-04-01,1,0,0,43
"Norte","AC",2020-04-02,0,0,0,43
"Norte","AC",2020-04-03,3,0,0,46
"Norte","AC",2020-04-04,0,0,0,46
"Norte","AC",2020-04-05,2,0,0,48
"Norte","AC",2020-04-06,2,0,0,50
"Norte","AC",2020-04-07,0,1,1,50
"Norte","AC",2020-04-08,4,2,1,54
"Norte","AC",2020-04-09,8,2,0,62
"Norte","AC",2020-04-10,8,2,0,70
"Norte","AC",2020-04-11,2,2,0,72
"Norte","AC",2020-04-12,5,2,0,77
"Norte","AC",2020-04-13,13,3,1,90
"Norte","AC",2020-04-14,9,3,0,99
"Norte","AC",2020-04-15,2,3,0,101
"Norte","AM",2020-01-30,0,0,0,0
"Norte","AM",2020-01-31,0,0,0,0
"Norte","AM",2020-02-01,0,0,0,0
"Norte","AM",2020-02-02,0,0,0,0
"Norte","AM",2020-02-03,0,0,0,0
"Norte","AM",2020-02-04,0,0,0,0
"Norte","AM",2020-02-05,0,0,0,0
"Norte","AM",2020-02-06,0,0,0,0
"Norte","AM",2020-02-07,0,0,0,0
"Norte","AM",2020-02-08,0,0,0,0
"Norte","AM",2020-02-09,0,0,0,0
"Norte","AM",2020-02-10,0,0,0,0
"Norte","AM",2020-02-11,0,0,0,0
"Norte","AM",2020-02-12,0,0,0,0
"Norte","AM",2020-02-13,0,0,0,0
"Norte","AM",2020-02-14,0,0,0,0
"Norte","AM",2020-02-15,0,0,0,0
"Norte","AM",2020-02-16,0,0,0,0
"Norte","AM",2020-02-17,0,0,0,0
"Norte","AM",2020-02-18,0,0,0,0
"Norte","AM",2020-02-19,0,0,0,0
"Norte","AM",2020-02-20,0,0,0,0
"Norte","AM",2020-02-21,0,0,0,0
"Norte","AM",2020-02-22,0,0,0,0
"Norte","AM",2020-02-23,0,0,0,0
"Norte","AM",2020-02-24,0,0,0,0
"Norte","AM",2020-02-25,0,0,0,0
"Norte","AM",2020-02-26,0,0,0,0
"Norte","AM",2020-02-27,0,0,0,0
"Norte","AM",2020-02-28,0,0,0,0
"Norte","AM",2020-02-29,0,0,0,0
"Norte","AM",2020-03-01,0,0,0,0
"Norte","AM",2020-03-02,0,0,0,0
"Norte","AM",2020-03-03,0,0,0,0
"Norte","AM",2020-03-04,0,0,0,0
"Norte","AM",2020-03-05,0,0,0,0
"Norte","AM",2020-03-06,0,0,0,0
"Norte","AM",2020-03-07,0,0,0,0
"Norte","AM",2020-03-08,0,0,0,0
"Norte","AM",2020-03-09,0,0,0,0
"Norte","AM",2020-03-10,0,0,0,0
"Norte","AM",2020-03-11,0,0,0,0
"Norte","AM",2020-03-12,0,0,0,0
"Norte","AM",2020-03-13,0,0,0,0
"Norte","AM",2020-03-14,0,0,0,0
"Norte","AM",2020-03-15,1,0,0,1
"Norte","AM",2020-03-16,0,0,0,1
"Norte","AM",2020-03-17,0,0,0,1
"Norte","AM",2020-03-18,0,0,0,1
"Norte","AM",2020-03-19,2,0,0,3
"Norte","AM",2020-03-20,0,0,0,3
"Norte","AM",2020-03-21,8,0,0,11
"Norte","AM",2020-03-22,15,0,0,26
"Norte","AM",2020-03-23,6,0,0,32
"Norte","AM",2020-03-24,15,0,0,47
"Norte","AM",2020-03-25,7,1,1,54
"Norte","AM",2020-03-26,13,1,0,67
"Norte","AM",2020-03-27,14,1,0,81
"Norte","AM",2020-03-28,30,1,0,111
"Norte","AM",2020-03-29,29,1,0,140
"Norte","AM",2020-03-30,11,1,0,151
"Norte","AM",2020-03-31,24,3,2,175
"Norte","AM",2020-04-01,25,3,0,200
"Norte","AM",2020-04-02,29,3,0,229
"Norte","AM",2020-04-03,31,7,4,260
"Norte","AM",2020-04-04,51,12,5,311
"Norte","AM",2020-04-05,106,14,2,417
"Norte","AM",2020-04-06,115,19,5,532
"Norte","AM",2020-04-07,104,23,4,636
"Norte","AM",2020-04-08,168,30,7,804
"Norte","AM",2020-04-09,95,40,10,899
"Norte","AM",2020-04-10,82,50,10,981
"Norte","AM",2020-04-11,69,53,3,1050
"Norte","AM",2020-04-12,156,62,9,1206
"Norte","AM",2020-04-13,69,71,9,1275
"Norte","AM",2020-04-14,209,90,19,1484
"Norte","AM",2020-04-15,70,106,16,1554
"Norte","RR",2020-01-30,0,0,0,0
"Norte","RR",2020-01-31,0,0,0,0
"Norte","RR",2020-02-01,0,0,0,0
"Norte","RR",2020-02-02,0,0,0,0
"Norte","RR",2020-02-03,0,0,0,0
"Norte","RR",2020-02-04,0,0,0,0
"Norte","RR",2020-02-05,0,0,0,0
"Norte","RR",2020-02-06,0,0,0,0
"Norte","RR",2020-02-07,0,0,0,0
"Norte","RR",2020-02-08,0,0,0,0
"Norte","RR",2020-02-09,0,0,0,0
"Norte","RR",2020-02-10,0,0,0,0
"Norte","RR",2020-02-11,0,0,0,0
"Norte","RR",2020-02-12,0,0,0,0
"Norte","RR",2020-02-13,0,0,0,0
"Norte","RR",2020-02-14,0,0,0,0
"Norte","RR",2020-02-15,0,0,0,0
"Norte","RR",2020-02-16,0,0,0,0
"Norte","RR",2020-02-17,0,0,0,0
"Norte","RR",2020-02-18,0,0,0,0
"Norte","RR",2020-02-19,0,0,0,0
"Norte","RR",2020-02-20,0,0,0,0
"Norte","RR",2020-02-21,0,0,0,0
"Norte","RR",2020-02-22,0,0,0,0
"Norte","RR",2020-02-23,0,0,0,0
"Norte","RR",2020-02-24,0,0,0,0
"Norte","RR",2020-02-25,0,0,0,0
"Norte","RR",2020-02-26,0,0,0,0
"Norte","RR",2020-02-27,0,0,0,0
"Norte","RR",2020-02-28,0,0,0,0
"Norte","RR",2020-02-29,0,0,0,0
"Norte","RR",2020-03-01,0,0,0,0
"Norte","RR",2020-03-02,0,0,0,0
"Norte","RR",2020-03-03,0,0,0,0
"Norte","RR",2020-03-04,0,0,0,0
"Norte","RR",2020-03-05,0,0,0,0
"Norte","RR",2020-03-06,0,0,0,0
"Norte","RR",2020-03-07,0,0,0,0
"Norte","RR",2020-03-08,0,0,0,0
"Norte","RR",2020-03-09,0,0,0,0
"Norte","RR",2020-03-10,0,0,0,0
"Norte","RR",2020-03-11,0,0,0,0
"Norte","RR",2020-03-12,0,0,0,0
"Norte","RR",2020-03-13,0,0,0,0
"Norte","RR",2020-03-14,0,0,0,0
"Norte","RR",2020-03-15,0,0,0,0
"Norte","RR",2020-03-16,0,0,0,0
"Norte","RR",2020-03-17,0,0,0,0
"Norte","RR",2020-03-18,0,0,0,0
"Norte","RR",2020-03-19,0,0,0,0
"Norte","RR",2020-03-20,0,0,0,0
"Norte","RR",2020-03-21,0,0,0,0
"Norte","RR",2020-03-22,2,0,0,2
"Norte","RR",2020-03-23,0,0,0,2
"Norte","RR",2020-03-24,0,0,0,2
"Norte","RR",2020-03-25,6,0,0,8
"Norte","RR",2020-03-26,0,0,0,8
"Norte","RR",2020-03-27,2,0,0,10
"Norte","RR",2020-03-28,2,0,0,12
"Norte","RR",2020-03-29,4,0,0,16
"Norte","RR",2020-03-30,0,0,0,16
"Norte","RR",2020-03-31,0,0,0,16
"Norte","RR",2020-04-01,6,0,0,22
"Norte","RR",2020-04-02,4,0,0,26
"Norte","RR",2020-04-03,4,0,0,30
"Norte","RR",2020-04-04,7,1,1,37
"Norte","RR",2020-04-05,5,1,0,42
"Norte","RR",2020-04-06,0,1,0,42
"Norte","RR",2020-04-07,0,1,0,42
"Norte","RR",2020-04-08,7,1,0,49
"Norte","RR",2020-04-09,3,1,0,52
"Norte","RR",2020-04-10,11,3,2,63
"Norte","RR",2020-04-11,12,3,0,75
"Norte","RR",2020-04-12,4,3,0,79
"Norte","RR",2020-04-13,4,3,0,83
"Norte","RR",2020-04-14,30,3,0,113
"Norte","RR",2020-04-15,1,3,0,114
"Norte","PA",2020-01-30,0,0,0,0
"Norte","PA",2020-01-31,0,0,0,0
"Norte","PA",2020-02-01,0,0,0,0
"Norte","PA",2020-02-02,0,0,0,0
"Norte","PA",2020-02-03,0,0,0,0
"Norte","PA",2020-02-04,0,0,0,0
"Norte","PA",2020-02-05,0,0,0,0
"Norte","PA",2020-02-06,0,0,0,0
"Norte","PA",2020-02-07,0,0,0,0
"Norte","PA",2020-02-08,0,0,0,0
"Norte","PA",2020-02-09,0,0,0,0
"Norte","PA",2020-02-10,0,0,0,0
"Norte","PA",2020-02-11,0,0,0,0
"Norte","PA",2020-02-12,0,0,0,0
"Norte","PA",2020-02-13,0,0,0,0
"Norte","PA",2020-02-14,0,0,0,0
"Norte","PA",2020-02-15,0,0,0,0
"Norte","PA",2020-02-16,0,0,0,0
"Norte","PA",2020-02-17,0,0,0,0
"Norte","PA",2020-02-18,0,0,0,0
"Norte","PA",2020-02-19,0,0,0,0
"Norte","PA",2020-02-20,0,0,0,0
"Norte","PA",2020-02-21,0,0,0,0
"Norte","PA",2020-02-22,0,0,0,0
"Norte","PA",2020-02-23,0,0,0,0
"Norte","PA",2020-02-24,0,0,0,0
"Norte","PA",2020-02-25,0,0,0,0
"Norte","PA",2020-02-26,0,0,0,0
"Norte","PA",2020-02-27,0,0,0,0
"Norte","PA",2020-02-28,0,0,0,0
"Norte","PA",2020-02-29,0,0,0,0
"Norte","PA",2020-03-01,0,0,0,0
"Norte","PA",2020-03-02,0,0,0,0
"Norte","PA",2020-03-03,0,0,0,0
"Norte","PA",2020-03-04,0,0,0,0
"Norte","PA",2020-03-05,0,0,0,0
"Norte","PA",2020-03-06,0,0,0,0
"Norte","PA",2020-03-07,0,0,0,0
"Norte","PA",2020-03-08,0,0,0,0
"Norte","PA",2020-03-09,0,0,0,0
"Norte","PA",2020-03-10,0,0,0,0
"Norte","PA",2020-03-11,0,0,0,0
"Norte","PA",2020-03-12,0,0,0,0
"Norte","PA",2020-03-13,0,0,0,0
"Norte","PA",2020-03-14,0,0,0,0
"Norte","PA",2020-03-15,0,0,0,0
"Norte","PA",2020-03-16,0,0,0,0
"Norte","PA",2020-03-17,0,0,0,0
"Norte","PA",2020-03-18,0,0,0,0
"Norte","PA",2020-03-19,1,0,0,1
"Norte","PA",2020-03-20,1,0,0,2
"Norte","PA",2020-03-21,0,0,0,2
"Norte","PA",2020-03-22,2,0,0,4
"Norte","PA",2020-03-23,1,0,0,5
"Norte","PA",2020-03-24,0,0,0,5
"Norte","PA",2020-03-25,2,0,0,7
"Norte","PA",2020-03-26,6,0,0,13
"Norte","PA",2020-03-27,0,0,0,13
"Norte","PA",2020-03-28,4,0,0,17
"Norte","PA",2020-03-29,1,0,0,18
"Norte","PA",2020-03-30,3,0,0,21
"Norte","PA",2020-03-31,11,0,0,32
"Norte","PA",2020-04-01,8,1,1,40
"Norte","PA",2020-04-02,6,1,0,46
"Norte","PA",2020-04-03,4,1,0,50
"Norte","PA",2020-04-04,30,1,0,80
"Norte","PA",2020-04-05,6,1,0,86
"Norte","PA",2020-04-06,16,3,2,102
"Norte","PA",2020-04-07,36,5,2,138
"Norte","PA",2020-04-08,29,6,1,167
"Norte","PA",2020-04-09,1,7,1,168
"Norte","PA",2020-04-10,2,9,2,170
"Norte","PA",2020-04-11,47,10,1,217
"Norte","PA",2020-04-12,29,13,3,246
"Norte","PA",2020-04-13,24,15,2,270
"Norte","PA",2020-04-14,53,19,4,323
"Norte","PA",2020-04-15,61,21,2,384
"Norte","AP",2020-01-30,0,0,0,0
"Norte","AP",2020-01-31,0,0,0,0
"Norte","AP",2020-02-01,0,0,0,0
"Norte","AP",2020-02-02,0,0,0,0
"Norte","AP",2020-02-03,0,0,0,0
"Norte","AP",2020-02-04,0,0,0,0
"Norte","AP",2020-02-05,0,0,0,0
"Norte","AP",2020-02-06,0,0,0,0
"Norte","AP",2020-02-07,0,0,0,0
"Norte","AP",2020-02-08,0,0,0,0
"Norte","AP",2020-02-09,0,0,0,0
"Norte","AP",2020-02-10,0,0,0,0
"Norte","AP",2020-02-11,0,0,0,0
"Norte","AP",2020-02-12,0,0,0,0
"Norte","AP",2020-02-13,0,0,0,0
"Norte","AP",2020-02-14,0,0,0,0
"Norte","AP",2020-02-15,0,0,0,0
"Norte","AP",2020-02-16,0,0,0,0
"Norte","AP",2020-02-17,0,0,0,0
"Norte","AP",2020-02-18,0,0,0,0
"Norte","AP",2020-02-19,0,0,0,0
"Norte","AP",2020-02-20,0,0,0,0
"Norte","AP",2020-02-21,0,0,0,0
"Norte","AP",2020-02-22,0,0,0,0
"Norte","AP",2020-02-23,0,0,0,0
"Norte","AP",2020-02-24,0,0,0,0
"Norte","AP",2020-02-25,0,0,0,0
"Norte","AP",2020-02-26,0,0,0,0
"Norte","AP",2020-02-27,0,0,0,0
"Norte","AP",2020-02-28,0,0,0,0
"Norte","AP",2020-02-29,0,0,0,0
"Norte","AP",2020-03-01,0,0,0,0
"Norte","AP",2020-03-02,0,0,0,0
"Norte","AP",2020-03-03,0,0,0,0
"Norte","AP",2020-03-04,0,0,0,0
"Norte","AP",2020-03-05,0,0,0,0
"Norte","AP",2020-03-06,0,0,0,0
"Norte","AP",2020-03-07,0,0,0,0
"Norte","AP",2020-03-08,0,0,0,0
"Norte","AP",2020-03-09,0,0,0,0
"Norte","AP",2020-03-10,0,0,0,0
"Norte","AP",2020-03-11,0,0,0,0
"Norte","AP",2020-03-12,0,0,0,0
"Norte","AP",2020-03-13,0,0,0,0
"Norte","AP",2020-03-14,0,0,0,0
"Norte","AP",2020-03-15,0,0,0,0
"Norte","AP",2020-03-16,0,0,0,0
"Norte","AP",2020-03-17,0,0,0,0
"Norte","AP",2020-03-18,0,0,0,0
"Norte","AP",2020-03-19,0,0,0,0
"Norte","AP",2020-03-20,1,0,0,1
"Norte","AP",2020-03-21,0,0,0,1
"Norte","AP",2020-03-22,0,0,0,1
"Norte","AP",2020-03-23,0,0,0,1
"Norte","AP",2020-03-24,0,0,0,1
"Norte","AP",2020-03-25,0,0,0,1
"Norte","AP",2020-03-26,1,0,0,2
"Norte","AP",2020-03-27,0,0,0,2
"Norte","AP",2020-03-28,2,0,0,4
"Norte","AP",2020-03-29,0,0,0,4
"Norte","AP",2020-03-30,4,0,0,8
"Norte","AP",2020-03-31,2,0,0,10
"Norte","AP",2020-04-01,1,0,0,11
"Norte","AP",2020-04-02,0,0,0,11
"Norte","AP",2020-04-03,8,0,0,19
"Norte","AP",2020-04-04,9,1,1,28
"Norte","AP",2020-04-05,1,2,1,29
"Norte","AP",2020-04-06,5,2,0,34
"Norte","AP",2020-04-07,14,2,0,48
"Norte","AP",2020-04-08,59,2,0,107
"Norte","AP",2020-04-09,21,2,0,128
"Norte","AP",2020-04-10,38,2,0,166
"Norte","AP",2020-04-11,27,3,1,193
"Norte","AP",2020-04-12,37,5,2,230
"Norte","AP",2020-04-13,12,5,0,242
"Norte","AP",2020-04-14,65,6,1,307
"Norte","AP",2020-04-15,27,7,1,334
"Norte","TO",2020-01-30,0,0,0,0
"Norte","TO",2020-01-31,0,0,0,0
"Norte","TO",2020-02-01,0,0,0,0
"Norte","TO",2020-02-02,0,0,0,0
"Norte","TO",2020-02-03,0,0,0,0
"Norte","TO",2020-02-04,0,0,0,0
"Norte","TO",2020-02-05,0,0,0,0
"Norte","TO",2020-02-06,0,0,0,0
"Norte","TO",2020-02-07,0,0,0,0
"Norte","TO",2020-02-08,0,0,0,0
"Norte","TO",2020-02-09,0,0,0,0
"Norte","TO",2020-02-10,0,0,0,0
"Norte","TO",2020-02-11,0,0,0,0
"Norte","TO",2020-02-12,0,0,0,0
"Norte","TO",2020-02-13,0,0,0,0
"Norte","TO",2020-02-14,0,0,0,0
"Norte","TO",2020-02-15,0,0,0,0
"Norte","TO",2020-02-16,0,0,0,0
"Norte","TO",2020-02-17,0,0,0,0
"Norte","TO",2020-02-18,0,0,0,0
"Norte","TO",2020-02-19,0,0,0,0
"Norte","TO",2020-02-20,0,0,0,0
"Norte","TO",2020-02-21,0,0,0,0
"Norte","TO",2020-02-22,0,0,0,0
"Norte","TO",2020-02-23,0,0,0,0
"Norte","TO",2020-02-24,0,0,0,0
"Norte","TO",2020-02-25,0,0,0,0
"Norte","TO",2020-02-26,0,0,0,0
"Norte","TO",2020-02-27,0,0,0,0
"Norte","TO",2020-02-28,0,0,0,0
"Norte","TO",2020-02-29,0,0,0,0
"Norte","TO",2020-03-01,0,0,0,0
"Norte","TO",2020-03-02,0,0,0,0
"Norte","TO",2020-03-03,0,0,0,0
"Norte","TO",2020-03-04,0,0,0,0
"Norte","TO",2020-03-05,0,0,0,0
"Norte","TO",2020-03-06,0,0,0,0
"Norte","TO",2020-03-07,0,0,0,0
"Norte","TO",2020-03-08,0,0,0,0
"Norte","TO",2020-03-09,0,0,0,0
"Norte","TO",2020-03-10,0,0,0,0
"Norte","TO",2020-03-11,0,0,0,0
"Norte","TO",2020-03-12,0,0,0,0
"Norte","TO",2020-03-13,0,0,0,0
"Norte","TO",2020-03-14,0,0,0,0
"Norte","TO",2020-03-15,0,0,0,0
"Norte","TO",2020-03-16,0,0,0,0
"Norte","TO",2020-03-17,0,0,0,0
"Norte","TO",2020-03-18,0,0,0,0
"Norte","TO",2020-03-19,1,0,0,1
"Norte","TO",2020-03-20,0,0,0,1
"Norte","TO",2020-03-21,1,0,0,2
"Norte","TO",2020-03-22,0,0,0,2
"Norte","TO",2020-03-23,3,0,0,5
"Norte","TO",2020-03-24,2,0,0,7
"Norte","TO",2020-03-25,0,0,0,7
"Norte","TO",2020-03-26,0,0,0,7
"Norte","TO",2020-03-27,1,0,0,8
"Norte","TO",2020-03-28,1,0,0,9
"Norte","TO",2020-03-29,0,0,0,9
"Norte","TO",2020-03-30,1,0,0,10
"Norte","TO",2020-03-31,1,0,0,11
"Norte","TO",2020-04-01,1,0,0,12
"Norte","TO",2020-04-02,0,0,0,12
"Norte","TO",2020-04-03,0,0,0,12
"Norte","TO",2020-04-04,2,0,0,14
"Norte","TO",2020-04-05,3,0,0,17
"Norte","TO",2020-04-06,0,0,0,17
"Norte","TO",2020-04-07,2,0,0,19
"Norte","TO",2020-04-08,4,0,0,23
"Norte","TO",2020-04-09,0,0,0,23
"Norte","TO",2020-04-10,0,0,0,23
"Norte","TO",2020-04-11,0,0,0,23
"Norte","TO",2020-04-12,2,0,0,25
"Norte","TO",2020-04-13,1,0,0,26
"Norte","TO",2020-04-14,0,0,0,26
"Norte","TO",2020-04-15,0,1,1,26
"Nordeste","MA",2020-01-30,0,0,0,0
"Nordeste","MA",2020-01-31,0,0,0,0
"Nordeste","MA",2020-02-01,0,0,0,0
"Nordeste","MA",2020-02-02,0,0,0,0
"Nordeste","MA",2020-02-03,0,0,0,0
"Nordeste","MA",2020-02-04,0,0,0,0
"Nordeste","MA",2020-02-05,0,0,0,0
"Nordeste","MA",2020-02-06,0,0,0,0
"Nordeste","MA",2020-02-07,0,0,0,0
"Nordeste","MA",2020-02-08,0,0,0,0
"Nordeste","MA",2020-02-09,0,0,0,0
"Nordeste","MA",2020-02-10,0,0,0,0
"Nordeste","MA",2020-02-11,0,0,0,0
"Nordeste","MA",2020-02-12,0,0,0,0
"Nordeste","MA",2020-02-13,0,0,0,0
"Nordeste","MA",2020-02-14,0,0,0,0
"Nordeste","MA",2020-02-15,0,0,0,0
"Nordeste","MA",2020-02-16,0,0,0,0
"Nordeste","MA",2020-02-17,0,0,0,0
"Nordeste","MA",2020-02-18,0,0,0,0
"Nordeste","MA",2020-02-19,0,0,0,0
"Nordeste","MA",2020-02-20,0,0,0,0
"Nordeste","MA",2020-02-21,0,0,0,0
"Nordeste","MA",2020-02-22,0,0,0,0
"Nordeste","MA",2020-02-23,0,0,0,0
"Nordeste","MA",2020-02-24,0,0,0,0
"Nordeste","MA",2020-02-25,0,0,0,0
"Nordeste","MA",2020-02-26,0,0,0,0
"Nordeste","MA",2020-02-27,0,0,0,0
"Nordeste","MA",2020-02-28,0,0,0,0
"Nordeste","MA",2020-02-29,0,0,0,0
"Nordeste","MA",2020-03-01,0,0,0,0
"Nordeste","MA",2020-03-02,0,0,0,0
"Nordeste","MA",2020-03-03,0,0,0,0
"Nordeste","MA",2020-03-04,0,0,0,0
"Nordeste","MA",2020-03-05,0,0,0,0
"Nordeste","MA",2020-03-06,0,0,0,0
"Nordeste","MA",2020-03-07,0,0,0,0
"Nordeste","MA",2020-03-08,0,0,0,0
"Nordeste","MA",2020-03-09,0,0,0,0
"Nordeste","MA",2020-03-10,0,0,0,0
"Nordeste","MA",2020-03-11,0,0,0,0
"Nordeste","MA",2020-03-12,0,0,0,0
"Nordeste","MA",2020-03-13,0,0,0,0
"Nordeste","MA",2020-03-14,0,0,0,0
"Nordeste","MA",2020-03-15,0,0,0,0
"Nordeste","MA",2020-03-16,0,0,0,0
"Nordeste","MA",2020-03-17,0,0,0,0
"Nordeste","MA",2020-03-18,0,0,0,0
"Nordeste","MA",2020-03-19,0,0,0,0
"Nordeste","MA",2020-03-20,0,0,0,0
"Nordeste","MA",2020-03-21,1,0,0,1
"Nordeste","MA",2020-03-22,1,0,0,2
"Nordeste","MA",2020-03-23,0,0,0,2
"Nordeste","MA",2020-03-24,6,0,0,8
"Nordeste","MA",2020-03-25,0,0,0,8
"Nordeste","MA",2020-03-26,2,0,0,10
"Nordeste","MA",2020-03-27,3,0,0,13
"Nordeste","MA",2020-03-28,1,0,0,14
"Nordeste","MA",2020-03-29,2,0,0,16
