"regiao","estado","data","novos.casos","casos.acumulados","obitos.novos","obitos.acumulados"
"Norte","RO",2020-06-01,230,5172,3,159
"Norte","RO",2020-06-02,305,5477,13,172
"Norte","RO",2020-06-03,236,5713,8,180
"Norte","RO",2020-06-04,746,6459,14,194
"Norte","RO",2020-06-05,403,6862,19,213
"Norte","RO",2020-06-06,838,7700,15,228
"Norte","RO",2020-06-07,410,8110,7,235
"Norte","RO",2020-06-08,516,8626,10,245
"Norte","RO",2020-06-09,594,9220,10,255
"Norte","RO",2020-06-10,630,9850,12,267
"Norte","RO",2020-06-11,697,10547,26,293
"Norte","RO",2020-06-12,677,11224,3,296
"Norte","RO",2020-06-13,486,11710,13,309
"Norte","RO",2020-06-14,155,11865,15,324
"Norte","RO",2020-06-15,315,12180,8,332
"Norte","RO",2020-06-16,830,13010,14,346
"Norte","RO",2020-06-17,557,13567,14,360
"Norte","RO",2020-06-18,237,13804,14,374
"Norte","RO",2020-06-19,549,14353,17,391
"Norte","RO",2020-06-20,599,14952,18,409
"Norte","RO",2020-06-21,229,15181,8,417
"Norte","RO",2020-06-22,646,15827,14,431
"Norte","RO",2020-06-23,671,16498,13,444
"Norte","RO",2020-06-24,926,17424,11,455
"Norte","RO",2020-06-25,749,18173,12,467
"Norte","RO",2020-06-26,1098,19271,9,476
"Norte","RO",2020-06-27,0,19271,0,476
"Norte","RO",2020-06-28,549,19820,10,486
"Norte","RO",2020-06-29,586,20406,14,500
"Norte","RO",2020-06-30,845,21251,18,518
"Norte","RO",2020-07-01,211,21462,2,520
"Norte","RO",2020-07-02,508,21970,10,530
"Norte","RO",2020-07-03,271,22241,3,533
"Norte","RO",2020-07-04,716,22957,15,548
"Norte","RO",2020-07-05,522,23479,7,555
"Norte","RO",2020-07-06,442,23921,3,558
"Norte","RO",2020-07-07,643,24564,19,577
"Norte","RO",2020-07-08,503,25067,8,585
"Norte","RO",2020-07-09,335,25402,4,589
"Norte","RO",2020-07-10,598,26000,16,605
"Norte","RO",2020-07-11,496,26496,12,617
"Norte","RO",2020-07-12,232,26728,11,628
"Norte","RO",2020-07-13,322,27050,19,647
"Norte","RO",2020-07-14,478,27528,16,663
"Norte","RO",2020-07-15,389,27917,5,668
"Norte","RO",2020-07-16,737,28654,9,677
"Norte","RO",2020-07-17,463,29117,9,686
"Norte","RO",2020-07-18,0,29117,0,686
"Norte","RO",2020-07-19,0,29117,0,686
"Norte","RO",2020-07-20,684,29801,24,710
"Norte","RO",2020-07-21,841,30642,17,727
"Norte","RO",2020-07-22,2293,32935,31,758
"Norte","RO",2020-07-23,1145,34080,26,784
"Norte","RO",2020-07-24,793,34873,17,801
"Norte","RO",2020-07-25,700,35573,9,810
"Norte","RO",2020-07-26,237,35810,4,814
"Norte","RO",2020-07-27,338,36148,16,830
"Norte","RO",2020-07-28,701,36849,10,840
"Norte","RO",2020-07-29,785,37634,15,855
"Norte","RO",2020-07-30,773,38407,9,864
"Norte","RO",2020-07-31,585,38992,8,872
"Norte","RO",2020-08-01,512,39504,9,881
"Norte","RO",2020-08-02,389,39893,3,884
"Norte","RO",2020-08-03,123,40016,4,888
"Norte","RO",2020-08-04,1223,41239,10,898
"Norte","RO",2020-08-05,781,42020,20,918
"Norte","RO",2020-08-06,705,42725,5,923
"Norte","RO",2020-08-07,665,43390,11,934
"Norte","RO",2020-08-08,476,43866,6,940
"Norte","RO",2020-08-09,144,44010,3,943
"Norte","RO",2020-08-10,362,44372,1,944
"Norte","RO",2020-08-11,1096,45468,22,966
"Norte","RO",2020-08-12,593,46061,15,981
"Norte","RO",2020-08-13,615,46676,12,993
"Norte","RO",2020-08-14,612,47288,8,1001
"Norte","RO",2020-08-15,364,47652,11,1012
"Norte","RO",2020-08-16,185,47837,1,1013
"Norte","RO",2020-08-17,395,48232,4,1017
"Norte","RO",2020-08-18,691,48923,9,1026
"Norte","AC",2020-02-25,0,0,0,0
"Norte","AC",2020-02-26,0,0,0,0
"Norte","AC",2020-02-27,0,0,0,0
"Norte","AC",2020-02-28,0,0,0,0
"Norte","AC",2020-02-29,0,0,0,0
"Norte","AC",2020-03-01,0,0,0,0
"Norte","AC",2020-03-02,0,0,0,0
"Norte","AC",2020-03-03,0,0,0,0
"Norte","AC",2020-03-04,0,0,0,0
"Norte","AC",2020-03-05,0,0,0,0
"Norte","AC",2020-03-06,0,0,0,0
"Norte","AC",2020-03-07,0,0,0,0
"Norte","AC",2020-03-08,0,0,0,0
"Norte","AC",2020-03-09,0,0,0,0
"Norte","AC",2020-03-10,0,0,0,0
"Norte","AC",2020-03-11,0,0,0,0
"Norte","AC",2020-03-12,0,0,0,0
"Norte","AC",2020-03-13,0,0,0,0
"Norte","AC",2020-03-14,0,0,0,0
"Norte","AC",2020-03-15,0,0,0,0
"Norte","AC",2020-03-16,0,0,0,0
"Norte","AC",2020-03-17,0,0,0,0
"Norte","AC",2020-03-18,0,0,0,0
"Norte","AC",2020-03-19,3,3,0,0
"Norte","AC",2020-03-20,4,7,0,0
"Norte","AC",2020-03-21,2,9,0,0
"Norte","AC",2020-03-22,2,11,0,0
"Norte","AC",2020-03-23,0,11,0,0
"Norte","AC",2020-03-24,6,17,0,0
"Norte","AC",2020-03-25,6,23,0,0
"Norte","AC",2020-03-26,1,24,0,0
"Norte","AC",2020-03-27,1,25,0,0
"Norte","AC",2020-03-28,0,25,0,0
"Norte","AC",2020-03-29,9,34,0,0
"Norte","AC",2020-03-30,8,42,0,0
"Norte","AC",2020-03-31,0,42,0,0
"Norte","AC",2020-04-01,1,43,0,0
"Norte","AC",2020-04-02,0,43,0,0
"Norte","AC",2020-04-03,3,46,0,0
"Norte","AC",2020-04-04,0,46,0,0
"Norte","AC",2020-04-05,2,48,0,0
"Norte","AC",2020-04-06,2,50,0,0
"Norte","AC",2020-04-07,0,50,1,1
"Norte","AC",2020-04-08,4,54,1,2
"Norte","AC",2020-04-09,8,62,0,2
"Norte","AC",2020-04-10,8,70,0,2
"Norte","AC",2020-04-11,2,72,0,2
"Norte","AC",2020-04-12,5,77,0,2
"Norte","AC",2020-04-13,13,90,1,3
"Norte","AC",2020-04-14,9,99,0,3
"Norte","AC",2020-04-15,2,101,0,3
"Norte","AC",2020-04-16,9,110,2,5
"Norte","AC",2020-04-17,25,135,0,5
"Norte","AC",2020-04-18,7,142,0,5
"Norte","AC",2020-04-19,21,163,1,6
"Norte","AC",2020-04-20,13,176,2,8
"Norte","AC",2020-04-21,19,195,0,8
"Norte","AC",2020-04-22,19,214,0,8
"Norte","AC",2020-04-23,13,227,2,10
"Norte","AC",2020-04-24,7,234,1,11
"Norte","AC",2020-04-25,24,258,0,11
"Norte","AC",2020-04-26,21,279,0,11
"Norte","AC",2020-04-27,0,279,3,14
"Norte","AC",2020-04-28,32,311,2,16
"Norte","AC",2020-04-29,43,354,1,17
"Norte","AC",2020-04-30,50,404,2,19
"Norte","AC",2020-05-01,82,486,0,19
"Norte","AC",2020-05-02,67,553,2,21
"Norte","AC",2020-05-03,104,657,3,24
"Norte","AC",2020-05-04,76,733,4,28
"Norte","AC",2020-05-05,84,817,1,29
"Norte","AC",2020-05-06,126,943,4,33
"Norte","AC",2020-05-07,71,1014,3,36
"Norte","AC",2020-05-08,163,1177,2,38
"Norte","AC",2020-05-09,158,1335,1,39
"Norte","AC",2020-05-10,112,1447,2,41
"Norte","AC",2020-05-11,13,1460,4,45
"Norte","AC",2020-05-12,130,1590,6,51
"Norte","AC",2020-05-13,104,1694,1,52
"Norte","AC",2020-05-14,46,1740,3,55
"Norte","AC",2020-05-15,45,1785,2,57
"Norte","AC",2020-05-16,82,1867,2,59
"Norte","AC",2020-05-17,130,1997,1,60
"Norte","AC",2020-05-18,237,2234,7,67
"Norte","AC",2020-05-19,248,2482,5,72
"Norte","AC",2020-05-20,335,2817,4,76
"Norte","AC",2020-05-21,286,3103,2,78
"Norte","AC",2020-05-22,240,3343,2,80
"Norte","AC",2020-05-23,524,3867,7,87
"Norte","AC",2020-05-24,293,4160,5,92
"Norte","AC",2020-05-25,341,4501,5,97
"Norte","AC",2020-05-26,280,4781,8,105
"Norte","AC",2020-05-27,470,5251,8,113
"Norte","AC",2020-05-28,349,5600,9,122
"Norte","AC",2020-05-29,241,5841,13,135
"Norte","AC",2020-05-30,231,6072,7,142
"Norte","AC",2020-05-31,147,6219,6,148
"Norte","AC",2020-06-01,107,6326,13,161
"Norte","AC",2020-06-02,139,6465,4,165
"Norte","AC",2020-06-03,214,6679,6,171
"Norte","AC",2020-06-04,342,7021,10,181
"Norte","AC",2020-06-05,263,7284,9,190
"Norte","AC",2020-06-06,241,7525,11,201
"Norte","AC",2020-06-07,458,7983,6,207
"Norte","AC",2020-06-08,145,8128,4,211
"Norte","AC",2020-06-09,329,8457,12,223
"Norte","AC",2020-06-10,289,8746,14,237
"Norte","AC",2020-06-11,345,9091,8,245
"Norte","AC",2020-06-12,204,9295,9,254
"Norte","AC",2020-06-13,239,9534,2,256
"Norte","AC",2020-06-14,108,9642,3,259
"Norte","AC",2020-06-15,129,9771,6,265
"Norte","AC",2020-06-16,232,10003,6,271
"Norte","AC",2020-06-17,336,10339,10,281
"Norte","AC",2020-06-18,325,10664,6,287
"Norte","AC",2020-06-19,323,10987,5,292
"Norte","AC",2020-06-20,276,11263,5,297
"Norte","AC",2020-06-21,118,11381,3,300
"Norte","AC",2020-06-22,158,11539,5,305
"Norte","AC",2020-06-23,271,11810,16,321
"Norte","AC",2020-06-24,212,12022,5,326
"Norte","AC",2020-06-25,282,12304,9,335
"Norte","AC",2020-06-26,340,12644,8,343
"Norte","AC",2020-06-27,269,12913,8,351
"Norte","AC",2020-06-28,145,13058,2,353
"Norte","AC",2020-06-29,88,13146,8,361
"Norte","AC",2020-06-30,107,13253,4,365
"Norte","AC",2020-07-01,462,13715,5,370
"Norte","AC",2020-07-02,333,14048,8,378
"Norte","AC",2020-07-03,64,14112,9,387
"Norte","AC",2020-07-04,375,14487,4,391
"Norte","AC",2020-07-05,135,14622,0,391
"Norte","AC",2020-07-06,66,14688,3,394
"Norte","AC",2020-07-07,253,14941,5,399
"Norte","AC",2020-07-08,226,15167,5,404
"Norte","AC",2020-07-09,298,15465,7,411
"Norte","AC",2020-07-10,303,15768,6,417
"Norte","AC",2020-07-11,312,16080,2,419
"Norte","AC",2020-07-12,110,16190,7,426
"Norte","AC",2020-07-13,70,16260,4,430
"Norte","AC",2020-07-14,219,16479,6,436
"Norte","AC",2020-07-15,193,16672,10,446
"Norte","AC",2020-07-16,193,16865,1,447
"Norte","AC",2020-07-17,100,16965,5,452
"Norte","AC",2020-07-18,237,17202,5,457
"Norte","AC",2020-07-19,93,17295,3,460
"Norte","AC",2020-07-20,167,17462,5,465
"Norte","AC",2020-07-21,238,17700,4,469
"Norte","AC",2020-07-22,279,17979,1,470
"Norte","AC",2020-07-23,178,18157,4,474
"Norte","AC",2020-07-24,236,18393,6,480
"Norte","AC",2020-07-25,264,18657,3,483
"Norte","AC",2020-07-26,88,18745,3,486
"Norte","AC",2020-07-27,38,18783,7,493
"Norte","AC",2020-07-28,349,19132,7,500
"Norte","AC",2020-07-29,234,19366,10,510
"Norte","AC",2020-07-30,207,19573,11,521
"Norte","AC",2020-07-31,52,19625,10,531
"Norte","AC",2020-08-01,305,19930,4,535
"Norte","AC",2020-08-02,36,19966,2,537
"Norte","AC",2020-08-03,373,20339,2,539
"Norte","AC",2020-08-04,369,20708,6,545
"Norte","AC",2020-08-05,325,21033,2,547
"Norte","AC",2020-08-06,230,21263,5,552
"Norte","AC",2020-08-07,113,21376,4,556
"Norte","AC",2020-08-08,122,21498,3,559
"Norte","AC",2020-08-09,89,21587,2,561
"Norte","AC",2020-08-10,32,21619,1,562
"Norte","AC",2020-08-11,138,21757,3,565
"Norte","AC",2020-08-12,236,21993,4,569
"Norte","AC",2020-08-13,249,22242,5,574
"Norte","AC",2020-08-14,193,22435,2,576
"Norte","AC",2020-08-15,81,22516,0,576
"Norte","AC",2020-08-16,32,22548,0,576
"Norte","AC",2020-08-17,57,22605,6,582
"Norte","AC",2020-08-18,328,22933,8,590
"Norte","AM",2020-02-25,0,0,0,0
"Norte","AM",2020-02-26,0,0,0,0
"Norte","AM",2020-02-27,0,0,0,0
"Norte","AM",2020-02-28,0,0,0,0
"Norte","AM",2020-02-29,0,0,0,0
"Norte","AM",2020-03-01,0,0,0,0
"Norte","AM",2020-03-02,0,0,0,0
"Norte","AM",2020-03-03,0,0,0,0
"Norte","AM",2020-03-04,0,0,0,0
"Norte","AM",2020-03-05,0,0,0,0
"Norte","AM",2020-03-06,0,0,0,0
"Norte","AM",2020-03-07,0,0,0,0
"Norte","AM",2020-03-08,0,0,0,0
"Norte","AM",2020-03-09,0,0,0,0
"Norte","AM",2020-03-10,0,0,0,0
"Norte","AM",2020-03-11,0,0,0,0
"Norte","AM",2020-03-12,0,0,0,0
"Norte","AM",2020-03-13,0,0,0,0
"Norte","AM",2020-03-14,0,0,0,0
"Norte","AM",2020-03-15,1,1,0,0
"Norte","AM",2020-03-16,0,1,0,0
"Norte","AM",2020-03-17,0,1,0,0
"Norte","AM",2020-03-18,0,1,0,0
"Norte","AM",2020-03-19,2,3,0,0
"Norte","AM",2020-03-20,0,3,0,0
"Norte","AM",2020-03-21,8,11,0,0
"Norte","AM",2020-03-22,15,26,0,0
"Norte","AM",2020-03-23,6,32,0,0
"Norte","AM",2020-03-24,15,47,0,0
"Norte","AM",2020-03-25,7,54,1,1
"Norte","AM",2020-03-26,13,67,0,1
"Norte","AM",2020-03-27,14,81,0,1
"Norte","AM",2020-03-28,30,111,0,1
"Norte","AM",2020-03-29,29,140,0,1
"Norte","AM",2020-03-30,11,151,0,1
"Norte","AM",2020-03-31,24,175,2,3
"Norte","AM",2020-04-01,25,200,0,3
"Norte","AM",2020-04-02,29,229,0,3
"Norte","AM",2020-04-03,31,260,4,7
"Norte","AM",2020-04-04,51,311,5,12
"Norte","AM",2020-04-05,106,417,2,14
"Norte","AM",2020-04-06,115,532,5,19
"Norte","AM",2020-04-07,104,636,4,23
"Norte","AM",2020-04-08,168,804,7,30
"Norte","AM",2020-04-09,95,899,10,40
"Norte","AM",2020-04-10,82,981,10,50
"Norte","AM",2020-04-11,69,1050,3,53
"Norte","AM",2020-04-12,156,1206,9,62
"Norte","AM",2020-04-13,69,1275,9,71
"Norte","AM",2020-04-14,209,1484,19,90
"Norte","AM",2020-04-15,70,1554,16,106
"Norte","AM",2020-04-16,165,1719,18,124
"Norte","AM",2020-04-17,90,1809,21,145
"Norte","AM",2020-04-18,88,1897,16,161
"Norte","AM",2020-04-19,147,2044,21,182
"Norte","AM",2020-04-20,116,2160,3,185
"Norte","AM",2020-04-21,110,2270,8,193
"Norte","AM",2020-04-22,209,2479,14,207
"Norte","AM",2020-04-23,409,2888,27,234
"Norte","AM",2020-04-24,306,3194,21,255
"Norte","AM",2020-04-25,441,3635,32,287
"Norte","AM",2020-04-26,198,3833,17,304
"Norte","AM",2020-04-27,95,3928,16,320
"Norte","AM",2020-04-28,409,4337,31,351
"Norte","AM",2020-04-29,464,4801,29,380
"Norte","AM",2020-04-30,453,5254,45,425
"Norte","AM",2020-05-01,469,5723,51,476
"Norte","AM",2020-05-02,339,6062,25,501
"Norte","AM",2020-05-03,621,6683,47,548
"Norte","AM",2020-05-04,559,7242,36,584
"Norte","AM",2020-05-05,867,8109,65,649
"Norte","AM",2020-05-06,1134,9243,102,751
"Norte","AM",2020-05-07,856,10099,55,806
"Norte","AM",2020-05-08,628,10727,68,874
"Norte","AM",2020-05-09,1198,11925,88,962
"Norte","AM",2020-05-10,674,12599,42,1004
"Norte","AM",2020-05-11,320,12919,31,1035
"Norte","AM",2020-05-12,1249,14168,63,1098
"Norte","AM",2020-05-13,1648,15816,62,1160
"Norte","AM",2020-05-14,1365,17181,75,1235
"Norte","AM",2020-05-15,1211,18392,96,1331
"Norte","AM",2020-05-16,1285,19677,44,1375
"Norte","AM",2020-05-17,651,20328,38,1413
"Norte","AM",2020-05-18,585,20913,20,1433
"Norte","AM",2020-05-19,1219,22132,58,1491
"Norte","AM",2020-05-20,1572,23704,70,1561
"Norte","AM",2020-05-21,1663,25367,59,1620
"Norte","AM",2020-05-22,1671,27038,49,1669
"Norte","AM",2020-05-23,1764,28802,75,1744
"Norte","AM",2020-05-24,1065,29867,14,1758
"Norte","AM",2020-05-25,415,30282,23,1781
"Norte","AM",2020-05-26,1667,31949,71,1852
"Norte","AM",2020-05-27,1559,33508,39,1891
"Norte","AM",2020-05-28,2638,36146,73,1964
"Norte","AM",2020-05-29,2763,38909,47,2011
"Norte","AM",2020-05-30,1651,40560,36,2047
"Norte","AM",2020-05-31,818,41378,5,2052
"Norte","AM",2020-06-01,396,41774,19,2071
"Norte","AM",2020-06-02,1421,43195,31,2102
"Norte","AM",2020-06-03,1152,44347,36,2138
"Norte","AM",2020-06-04,2126,46473,45,2183
"Norte","AM",2020-06-05,1193,47666,16,2199
"Norte","AM",2020-06-06,1119,48785,33,2232
"Norte","AM",2020-06-07,484,49269,18,2250
"Norte","AM",2020-06-08,542,49811,21,2271
"Norte","AM",2020-06-09,1423,51234,44,2315
"Norte","AM",2020-06-10,1615,52849,48,2363
"Norte","AM",2020-06-11,1140,53989,37,2400
"Norte","AM",2020-06-12,1122,55111,29,2429
"Norte","AM",2020-06-13,915,56026,36,2465
"Norte","AM",2020-06-14,480,56506,27,2492
"Norte","AM",2020-06-15,271,56777,20,2512
"Norte","AM",2020-06-16,1241,58018,37,2549
"Norte","AM",2020-06-17,1529,59547,30,2579
"Norte","AM",2020-06-18,1189,60736,26,2605
"Norte","AM",2020-06-19,947,61683,19,2624
"Norte","AM",2020-06-20,1219,62902,26,2650
"Norte","AM",2020-06-21,508,63410,7,2657
"Norte","AM",2020-06-22,321,63731,14,2671
"Norte","AM",2020-06-23,1342,65073,15,2686
"Norte","AM",2020-06-24,1691,66764,24,2710
"Norte","AM",2020-06-25,503,67267,21,2731
"Norte","AM",2020-06-26,953,68220,8,2739
"Norte","AM",2020-06-27,802,69022,33,2772
"Norte","AM",2020-06-28,627,69649,8,2780
"Norte","AM",2020-06-29,244,69893,12,2792
"Norte","AM",2020-06-30,930,70823,31,2823
"Norte","AM",2020-07-01,1461,72284,20,2843
"Norte","AM",2020-07-02,1246,73530,19,2862
"Norte","AM",2020-07-03,1007,74537,25,2887
"Norte","AM",2020-07-04,1408,75945,31,2918
"Norte","AM",2020-07-05,69,76014,11,2929
"Norte","AM",2020-07-06,410,76424,9,2938
"Norte","AM",2020-07-07,2743,79167,14,2952
"Norte","AM",2020-07-08,915,80082,15,2967
"Norte","AM",2020-07-09,1236,81318,18,2985
"Norte","AM",2020-07-10,1189,82507,23,3008
"Norte","AM",2020-07-11,723,83230,15,3023
"Norte","AM",2020-07-12,296,83526,16,3039
"Norte","AM",2020-07-13,886,84412,9,3048
"Norte","AM",2020-07-14,1229,85641,15,3063
"Norte","AM",2020-07-15,1303,86944,17,3080
"Norte","AM",2020-07-16,1081,88025,15,3095
"Norte","AM",2020-07-17,797,88822,23,3118
"Norte","AM",2020-07-18,1712,90534,11,3129
"Norte","AM",2020-07-19,379,90913,20,3149
"Norte","AM",2020-07-20,476,91389,-3,3146
"Norte","AM",2020-07-21,775,92164,23,3169
"Norte","AM",2020-07-22,557,92721,14,3183
"Norte","AM",2020-07-23,1498,94219,10,3193
"Norte","AM",2020-07-24,1205,95424,6,3199
"Norte","AM",2020-07-25,670,96094,11,3210
"Norte","AM",2020-07-26,369,96463,7,3217
"Norte","AM",2020-07-27,616,97079,7,3224
"Norte","AM",2020-07-28,1039,98118,12,3236
"Norte","AM",2020-07-29,975,99093,10,3246
"Norte","AM",2020-07-30,1047,100140,6,3252
"Norte","AM",2020-07-31,800,100940,16,3268
"Norte","AM",2020-08-01,837,101777,10,3278
"Norte","AM",2020-08-02,347,102124,5,3283
"Norte","AM",2020-08-03,262,102386,5,3288
"Norte","AM",2020-08-04,883,103269,11,3299
"Norte","AM",2020-08-05,981,104250,18,3317
"Norte","AM",2020-08-06,804,105054,18,3335
"Norte","AM",2020-08-07,803,105857,10,3345
"Norte","AM",2020-08-08,571,106428,19,3364
"Norte","AM",2020-08-09,522,106950,-5,3359
"Norte","AM",2020-08-10,247,107197,25,3384
"Norte","AM",2020-08-11,908,108105,21,3405
"Norte","AM",2020-08-12,815,108920,12,3417
"Norte","AM",2020-08-13,882,109802,18,3435
"Norte","AM",2020-08-14,975,110777,20,3455
"Norte","AM",2020-08-15,464,111241,8,3463
"Norte","AM",2020-08-16,671,111912,20,3483
"Norte","AM",2020-08-17,351,112263,22,3505
"Norte","AM",2020-08-18,618,112881,19,3524
"Norte","RR",2020-02-25,0,0,0,0
"Norte","RR",2020-02-26,0,0,0,0
"Norte","RR",2020-02-27,0,0,0,0
"Norte","RR",2020-02-28,0,0,0,0
"Norte","RR",2020-02-29,0,0,0,0
"Norte","RR",2020-03-01,0,0,0,0
"Norte","RR",2020-03-02,0,0,0,0
"Norte","RR",2020-03-03,0,0,0,0
"Norte","RR",2020-03-04,0,0,0,0
"Norte","RR",2020-03-05,0,0,0,0
"Norte","RR",2020-03-06,0,0,0,0
"Norte","RR",2020-03-07,0,0,0,0
"Norte","RR",2020-03-08,0,0,0,0
"Norte","RR",2020-03-09,0,0,0,0
"Norte","RR",2020-03-10,0,0,0,0
"Norte","RR",2020-03-11,0,0,0,0
"Norte","RR",2020-03-12,0,0,0,0
"Norte","RR",2020-03-13,0,0,0,0
"Norte","RR",2020-03-14,0,0,0,0
"Norte","RR",2020-03-15,0,0,0,0
"Norte","RR",2020-03-16,0,0,0,0
"Norte","RR",2020-03-17,0,0,0,0
"Norte","RR",2020-03-18,0,0,0,0
"Norte","RR",2020-03-19,0,0,0,0
"Norte","RR",2020-03-20,0,0,0,0
"Norte","RR",2020-03-21,0,0,0,0
"Norte","RR",2020-03-22,2,2,0,0
"Norte","RR",2020-03-23,0,2,0,0
"Norte","RR",2020-03-24,0,2,0,0
"Norte","RR",2020-03-25,6,8,0,0
"Norte","RR",2020-03-26,0,8,0,0
"Norte","RR",2020-03-27,2,10,0,0
"Norte","RR",2020-03-28,2,12,0,0
"Norte","RR",2020-03-29,4,16,0,0
"Norte","RR",2020-03-30,0,16,0,0
"Norte","RR",2020-03-31,0,16,0,0
"Norte","RR",2020-04-01,6,22,0,0
"Norte","RR",2020-04-02,4,26,0,0
"Norte","RR",2020-04-03,4,30,0,0
"Norte","RR",2020-04-04,7,37,1,1
"Norte","RR",2020-04-05,5,42,0,1
"Norte","RR",2020-04-06,0,42,0,1
"Norte","RR",2020-04-07,0,42,0,1
"Norte","RR",2020-04-08,7,49,0,1
"Norte","RR",2020-04-09,3,52,0,1
"Norte","RR",2020-04-10,11,63,2,3
"Norte","RR",2020-04-11,12,75,0,3
"Norte","RR",2020-04-12,4,79,0,3
"Norte","RR",2020-04-13,4,83,0,3
"Norte","RR",2020-04-14,30,113,0,3
"Norte","RR",2020-04-15,1,114,0,3
"Norte","RR",2020-04-16,28,142,0,3
"Norte","RR",2020-04-17,22,164,0,3
"Norte","RR",2020-04-18,37,201,0,3
"Norte","RR",2020-04-19,21,222,0,3
